Statistiche Fantacalcio Stagione 2022 23  Italia;;;;;;;;;;;;;;;;;
Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
5399;D;Dc;Antov;Monza;6;5,5;5,33;0;0;0;0;0;0;0;2;0;0
5603;D;Dc;Pongracic;Lecce;9;6,06;5,94;0;0;0;0;0;0;0;2;0;0
5686;D;"Dd;E";Soppy;Atalanta;12;5,79;5,92;0;0;0;0;0;0;3;3;0;0
5747;D;Dc;Ruan;Sassuolo;21;5,64;5,21;0;0;0;0;0;0;0;9;3;1
5750;D;Dc;Ostigard;Napoli;6;6,08;6;0;0;0;0;0;0;0;1;0;0
5833;D;Dc;Gila;Lazio;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
5846;D;E;Bayeye;Torino;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6013;D;"Dd;Ds;E";Barbieri;Juventus;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6028;D;"Dd;Dc";Bronn;Salernitana;21;5,5;5,36;0;0;0;0;0;0;0;4;1;0
6064;D;Dc;Hendry;Cremonese;3;5,67;5,5;0;0;0;0;0;0;0;1;0;0
11;D;"Dd;E";Conti;Sampdoria;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
50;D;"Dd;Ds;E";Mbaye;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
76;D;Dc;Romagnoli S.;Lecce;4;5,62;5,62;0;0;0;0;0;0;0;0;0;0
84;D;Dc;Marrone;Monza;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
329;D;"Ds;Dc";Radu;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
360;D;Dc;Paletta;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
454;D;Dc;Capradossi;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
464;D;"Dd;E";Florenzi;Milan;4;5,88;5,75;0;0;0;0;0;0;0;1;0;0
630;D;"E;C";Sala;Spezia;3;5,83;5,83;0;0;0;0;0;0;0;1;0;0
633;D;"Ds;E";Fares;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
1847;D;Dc;Caldara;Spezia;16;5,5;5,19;0;0;0;0;0;0;0;6;0;1
2064;D;"Dd;Ds;Dc";Veseli;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
2208;D;"Ds;Dc;E";Jaroszynski;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
2453;D;Dc;Nastasic;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
2737;D;Dc;Bettella;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
4438;D;"Dd;Ds;E";Cassandro;Lecce;1;6;6;0;0;0;0;0;0;0;0;0;0
4495;D;Dc;Kumbulla;Roma;5;5,4;5,1;0;0;0;0;0;0;0;1;1;0
4519;D;Dc;Cetin;Lecce;1;5;5;0;0;0;0;0;0;0;0;0;0
4521;D;"Dd;E";Muldur;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
4870;D;Dc;Adopo;Torino;4;6,25;6,12;0;0;0;0;0;0;0;1;0;0
4925;D;"Ds;Dc";Carboni A.;Monza;3;5,17;5,17;0;0;0;0;0;0;0;0;0;0
4945;D;"Ds;E";Calafiori;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
4985;D;"Dd;E";Vignali;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5424;D;"Dd;Dc";Amey;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
5456;D;"Dd;E";Ferrarini;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
5461;D;"Ds;E";Kamenovic;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
5503;D;"Dd;E";Kechrida;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5509;D;"Ds;E";Vina;Roma;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5691;D;Dc;Zima;Torino;8;5,81;5,81;0;0;0;0;0;0;0;0;0;0
5739;D;"Dd;Dc";De Winter;Empoli;13;5,69;5,58;0;0;0;0;0;0;0;3;0;0
5740;D;"Dd;E";Zanotti;Inter;1;6;6;0;0;0;0;0;0;0;0;0;0
5762;D;Dc;Motoc;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5820;D;Dc;Bertola;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5849;D;"Ds;E";Buta;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
5859;D;Dc;Ndiaye;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
5861;D;"Dd;Dc";Fiordaliso;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
5994;D;"Ds;E";Ebosse;Udinese;15;5,67;5,57;0;0;0;0;0;0;0;3;0;0
6043;D;Dc;Sosa;Bologna;9;5,44;5,33;0;0;0;0;0;0;0;2;0;0
6056;D;Dc;Guarino;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6118;D;"Ds;E";Moutinho J.;Spezia;2;6;6;0;0;0;0;0;0;0;0;0;0
6139;D;"Dd;E";Zeefuik;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
6149;D;"Ds;E";Carboni F.;Monza;2;6,25;6,25;0;0;0;0;0;0;0;0;0;0
5839;C;"W;A";Kvaratskhelia;Napoli;34;6,57;7,91;12;0;0;2;2;0;10;1;0;0
632;C;"W;A";Zaccagni;Lazio;35;6,51;7,41;10;0;0;1;1;0;6;9;0;0
645;C;"C;T";Milinkovic-Savic;Lazio;36;6,22;7,06;9;0;0;0;0;0;8;10;0;0
335;C;"W;A";Felipe Anderson;Lazio;38;6,24;6,99;9;0;0;0;0;0;3;3;0;0
795;C;"W;A";El Shaarawy;Roma;26;6,27;7,06;7;0;0;0;0;0;1;3;0;0
2379;C;C;Rabiot;Juventus;32;6,28;7,02;8;0;0;0;0;0;4;9;0;0
2085;C;T;Luis Alberto;Lazio;34;6,34;6,93;6;0;0;2;1;1;7;4;0;0
2167;C;"W;A";Orsolini;Bologna;32;6,14;7,08;11;0;0;3;3;0;2;6;2;0
4486;C;W;Strefezza;Lecce;34;6,21;6,87;8;0;0;3;2;1;4;5;0;0
5685;C;"C;T";Koopmeiners;Atalanta;33;6,27;7,05;10;0;0;4;2;2;5;7;0;0
1870;C;C;Barella;Inter;35;6,21;6,81;6;0;0;0;0;0;6;6;0;0
5687;C;"W;T";Vlasic;Torino;34;6,26;6,87;5;0;0;0;0;0;6;1;0;0
152;C;"C;T";Zielinski;Napoli;37;6,22;6,64;3;0;0;0;0;0;8;3;0;0
302;C;"W;T";Pereyra;Udinese;34;6,24;6,66;5;0;0;1;0;1;6;7;0;0
332;C;W;Candreva;Salernitana;35;6,2;6,87;7;0;0;0;0;0;4;1;1;0
2848;C;C;Frattesi;Sassuolo;36;6,22;6,75;7;0;0;0;0;0;0;4;0;0
4825;C;"W;T";Diaz B.;Milan;33;6,11;6,76;6;0;0;0;0;0;5;3;0;0
5001;C;"T;A";Miranchuk;Torino;28;6,14;6,75;4;0;0;0;0;0;5;0;0;0
5858;C;"C;T";Ferguson;Bologna;31;6,26;6,87;7;0;0;0;0;0;0;4;0;0
5880;C;"T;A";Ciurria;Monza;35;6,23;6,86;6;0;0;0;0;0;6;4;0;0
236;C;"E;W";Lazovic;Verona;30;6,2;6,77;4;0;0;0;0;0;5;0;0;0
2194;C;T;Calhanoglu;Inter;33;6,33;6,71;3;0;0;1;1;0;5;3;0;0
4479;C;"C;T";Elmas;Napoli;34;6,16;6,71;6;0;0;1;1;0;3;5;0;0
5850;C;"C;T";Lovric;Udinese;37;6,14;6,65;5;0;0;0;0;0;6;4;0;0
2775;C;"C;T";Ruiz;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
4220;C;"M;C";Zambo Anguissa;Napoli;36;6,24;6,58;3;0;0;0;0;0;5;3;0;0
5119;C;T;Samardzic;Udinese;32;6,06;6,61;5;0;0;0;0;0;3;1;0;0
5823;C;"T;A";Baldanzi;Empoli;26;6,27;6,69;4;0;0;0;0;0;0;2;0;0
367;C;"C;W;T";Bonaventura;Fiorentina;28;6,18;6,64;5;0;0;0;0;0;1;4;1;0
2741;C;"C;T";Pessina;Monza;35;6,19;6,61;5;0;0;3;3;0;3;6;0;0
4449;C;"M;C";Tonali;Milan;33;6,2;6,48;2;0;0;0;0;0;7;7;0;0
4711;C;"E;W";Kostic;Juventus;36;5,92;6,4;3;0;0;0;0;0;10;3;0;0
265;C;"M;C";Brozovic;Inter;26;6,15;6,52;3;0;0;0;0;0;5;9;0;0
376;C;"W;T";Verdi;Verona;23;6,07;6,67;5;0;0;1;1;0;0;3;0;0
2002;C;"W;A";Chiesa;Juventus;21;6,07;6,55;2;0;0;0;0;0;5;2;0;0
4287;C;"M;C";Lobotka;Napoli;38;6,32;6,39;1;0;0;0;0;0;1;2;0;0
4465;C;"C;T";Fagioli;Juventus;23;6,11;6,57;3;0;0;0;0;0;3;3;0;0
4427;C;T;Malinovskyi;Atalanta;12;5,96;6,33;1;0;0;0;0;0;2;2;0;0
4970;C;W;Messias;Milan;25;5,94;6,56;5;0;0;0;0;0;2;3;0;0
5878;C;"C;T";Colpani;Monza;24;6,08;6,6;4;0;0;0;0;0;1;1;0;0
530;C;T;Pellegrini Lo.;Roma;32;6,05;6,41;4;0;0;3;2;1;5;5;0;0
536;C;"W;A";Politano;Napoli;23;6,15;6,48;3;0;0;3;2;1;2;1;0;0
2077;C;T;Pasalic;Atalanta;32;5,89;6,34;5;0;0;0;0;0;1;3;0;0
2528;C;M;Matic;Roma;34;6,16;6,32;2;0;0;0;0;0;2;5;0;0
2529;C;"T;A";Mkhitaryan;Inter;31;6,11;6,4;3;0;0;0;0;0;2;4;0;0
2638;C;"C;T";Wijnaldum;Roma;11;6,09;6,64;2;0;0;0;0;0;0;0;0;0
2818;C;"M;C";Bennacer;Milan;28;6,21;6,45;2;0;0;0;0;0;3;5;0;0
4658;C;"W;A";Ikone';Fiorentina;30;5,93;6,33;4;0;0;0;0;0;2;4;0;0
4869;C;"M;C";Dominguez;Bologna;31;6,31;6,5;3;0;0;0;0;0;2;10;0;0
4978;C;"W;T";Damsgaard;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5063;C;W;Radonjic;Torino;26;6,1;6,44;2;0;0;0;0;0;3;1;0;0
6054;C;"M;C";Moro N.;Bologna;25;6,02;6,28;1;0;0;0;0;0;4;1;0;0
22;C;M;De Roon;Atalanta;34;6,13;6,29;3;0;0;0;0;0;0;7;0;0
150;C;"W;T";Saponara;Fiorentina;24;6,04;6,58;4;0;0;0;0;0;3;4;0;0
303;C;"C;T";Pogba;Juventus;5;6;6;0;0;0;0;0;0;0;0;0;0
2009;C;"C;T";Lukic;Torino;15;6,03;6,3;2;0;0;1;1;0;0;4;0;0
5007;C;"C;T";Ilic;Torino;25;6,14;6,42;2;0;0;0;0;0;3;4;0;0
5453;C;"M;C";Ricci S.;Torino;28;6,25;6,39;2;0;0;0;0;0;1;6;0;0
5504;C;"M;C";Coulibaly L.;Salernitana;35;6;6,17;3;0;0;0;0;0;3;12;0;0
5511;C;"M;C";Matheus Henrique;Sassuolo;30;5,87;6,23;4;0;0;0;0;0;1;4;0;0
1933;C;"M;C";Mandragora;Fiorentina;28;6;6,21;2;0;0;0;0;0;4;8;0;0
1978;C;"C;T";Sensi;Monza;28;6,05;6,27;3;0;0;0;0;0;1;8;0;0
2172;C;T;Barak;Fiorentina;28;5,84;5,98;2;0;0;0;0;0;0;4;0;0
2215;C;C;Veretout;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
6061;C;"W;A";Oudin;Lecce;25;5,96;6,28;3;0;0;0;0;0;0;3;0;0
827;C;"M;C";Locatelli;Juventus;31;6,08;6,02;0;0;0;0;0;0;2;8;0;0
2117;C;"C;T";Kastanos;Salernitana;22;6;6,18;2;0;0;0;0;0;0;4;0;0
2432;C;M;Zakaria;Juventus;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
4377;C;"C;T";Castrovilli;Fiorentina;12;6,04;6,5;2;0;0;0;0;0;1;3;0;0
4459;C;"M;C";Rovella;Monza;25;6,16;6,22;1;0;0;0;0;0;2;6;1;0
4892;C;W;Saelemaekers;Milan;29;5,88;6,14;2;0;0;0;0;0;2;1;0;0
4965;C;"M;C";Marin;Empoli;32;6,02;6,23;2;0;0;0;0;0;4;7;0;0
5422;C;"E;W";Zalewski;Roma;32;5,92;6,09;2;0;0;0;0;0;1;3;0;0
5451;C;T;Bajrami;Sassuolo;36;5,78;5,96;2;0;0;0;0;0;1;1;0;0
5792;C;"C;T";Ederson D.s.;Atalanta;34;5,97;6,03;1;0;0;0;0;0;1;4;0;0
5870;C;"M;C";Hjulmand;Lecce;35;6,17;6,11;0;0;0;0;0;0;3;9;1;0
5995;C;"T;A";De Ketelaere;Milan;27;5,7;5,7;0;0;0;0;0;0;1;2;0;0
6025;C;"E;C";Vilhena;Salernitana;32;5,72;6,05;4;0;0;0;0;0;1;5;0;0
6112;C;"W;A";Iling Junior;Juventus;8;6,06;6,5;1;0;0;0;0;0;1;1;0;0
181;C;"M;C";Vecino;Lazio;31;5,97;6,06;2;0;0;0;0;0;0;6;0;0
788;C;"M;C";Freuler;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
2766;C;"W;A";Zaniolo;Roma;13;5,77;5,85;1;0;0;0;0;0;0;4;0;0
2825;C;"M;C";Bourabia;Spezia;37;5,86;5,96;1;0;0;0;0;0;2;3;0;0
2857;C;"W;T";Traore' Hj.;Sassuolo;11;5,77;6;0;0;0;0;0;0;3;1;0;0
4896;C;"T;A";Maldini;Spezia;16;6,09;6,44;2;0;0;0;0;0;0;1;0;0
5423;C;C;Bove;Roma;17;6,06;6,18;1;0;0;0;0;0;0;2;0;0
5844;C;"C;T";Thorstvedt;Sassuolo;26;5,88;6,08;2;0;0;0;0;0;1;5;0;0
779;C;"M;C";Cristante;Roma;36;6;5,9;1;0;0;1;0;1;1;7;1;0
2253;C;C;Bandinelli;Empoli;35;5,94;5,97;2;0;0;0;0;0;0;10;0;0
2392;C;M;Walace;Udinese;37;6;5,95;0;0;0;0;0;0;1;6;0;0
2625;C;"C;T";Soriano;Bologna;23;6;6,24;1;0;0;0;0;0;3;1;0;0
4393;C;"M;C";Schouten;Bologna;31;6,02;5,97;0;0;0;0;0;0;2;3;0;1
4515;C;"T;A";Agudelo;Spezia;34;5,85;5,81;0;0;0;0;0;0;1;5;0;0
5286;C;"M;C";Akpa Akpro;Empoli;24;6;5,96;1;0;0;0;0;0;1;6;2;0
5329;C;"M;C";Makengo;Udinese;15;5,93;5,93;0;0;0;0;0;0;1;2;0;0
5688;C;"M;C";Harroui;Sassuolo;17;5,94;6,24;2;0;0;0;0;0;0;2;0;0
5869;C;"M;C";Blin;Lecce;34;5,94;5,91;1;0;0;0;0;0;0;8;0;0
333;C;"M;C";Cataldi;Lazio;28;5,95;5,89;0;0;0;0;0;0;1;5;0;0
526;C;"M;C";Duncan;Fiorentina;21;5,88;5,95;1;0;0;0;0;0;0;3;0;0
697;C;"E;W";Cuadrado;Juventus;30;5,83;5,9;1;0;0;0;0;0;3;6;1;0
2008;C;C;Linetty;Torino;29;5,97;5,95;1;0;0;0;0;0;0;8;0;0
2144;C;"M;C";Coulibaly M.;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
2778;C;"M;C";Stulac;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
2839;C;"W;A";Sottil;Fiorentina;16;5,91;6;0;0;0;0;0;0;2;1;0;0
4178;C;"M;C";Ascacibar;Cremonese;13;6,08;6,04;0;0;0;0;0;0;0;1;0;0
4973;C;"C;W";Mckennie;Juventus;15;5,67;5,93;1;0;0;0;0;0;1;0;0;0
4992;C;"W;A";Gyasi;Spezia;35;5,77;5,8;2;0;0;0;0;0;0;10;0;0
5287;C;"M;C";Arslan;Udinese;30;5,92;5,97;1;0;0;0;0;0;0;3;0;0
5705;C;"M;C";Galdames;Cremonese;13;5,81;6,08;1;0;0;0;0;0;1;2;0;0
5813;C;"C;T";Miretti;Juventus;25;5,9;5,96;0;0;0;0;0;0;2;2;0;0
5863;C;"M;C";Castagnetti;Cremonese;24;5,88;5,88;0;0;0;0;0;0;1;2;0;0
5999;C;C;Gonzalez J.;Lecce;35;5,96;5,9;1;0;0;0;0;0;1;8;0;1
27;C;"M;C";Grassi;Empoli;20;5,92;5,85;0;0;0;0;0;0;0;3;0;0
148;C;"C;T";Krunic;Milan;22;5,95;5,82;0;0;0;0;0;0;1;8;0;0
2161;C;C;Haas;Empoli;24;5,83;5,92;1;0;0;0;0;0;0;2;0;0
2334;C;W;Leris;Sampdoria;32;5,8;5,72;1;0;0;0;0;0;1;13;0;0
2391;C;"M;C";Ekdal;Spezia;29;5,9;5,79;0;0;0;0;0;0;0;4;1;0
2789;C;"M;C";Meite';Cremonese;30;5,82;5,77;0;0;0;0;0;0;1;5;0;0
4342;C;T;Duda;Verona;14;5,82;5,68;0;0;0;0;0;0;0;4;0;0
4364;C;"C;T";Gaetano;Napoli;4;6,12;6,88;1;0;0;0;0;0;0;0;0;0
4408;C;"M;C";Esposito Sa.;Spezia;14;5,75;5,82;1;0;0;0;0;0;0;3;1;0
4681;C;"M;C";Lopez M.;Sassuolo;30;6,05;5,87;0;0;0;0;0;0;0;11;0;0
4890;C;"M;C";Tameze;Verona;37;5,88;5,84;0;0;0;0;0;0;0;3;0;0
5298;C;"C;T";Pobega;Milan;14;5,96;6,25;2;0;0;0;0;0;0;4;0;0
5784;C;C;Aebischer;Bologna;26;5,75;5,79;1;0;0;0;0;0;0;4;0;0
5798;C;"M;C";Bohinen;Salernitana;19;5,82;5,82;0;0;0;0;0;0;0;0;0;0
5812;C;"E;M";Terracciano F.;Verona;14;6,04;6,04;0;0;0;0;0;0;1;2;0;0
5834;C;"M;C";Marcos Antonio;Lazio;13;5,92;6,15;1;0;0;0;0;0;1;2;0;0
5884;C;"M;C";Ranocchia F.;Monza;12;6,17;6,42;1;0;0;0;0;0;0;1;0;0
6033;C;"M;C";Normann;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
468;C;"M;C";Paredes;Juventus;21;5,62;5,6;1;0;0;0;0;0;0;6;1;0
557;C;C;Benassi;Cremonese;17;5,71;5,68;0;0;0;0;0;0;0;1;0;0
666;C;"C;T";Machin;Monza;21;5,9;5,9;0;0;0;0;0;0;2;4;0;0
2154;C;"W;T";Vignato;Empoli;10;5,9;6,25;1;0;0;0;0;0;1;1;0;0
4260;C;"M;C";Winks;Sampdoria;20;5,75;5,7;0;0;0;0;0;0;0;2;0;0
4522;C;"M;C";Amrabat;Fiorentina;28;6;5,84;0;0;0;0;0;0;1;11;0;0
5457;C;C;Maleh;Lecce;21;5,67;5,62;0;0;0;0;0;0;1;5;0;0
5674;C;C;Basic;Lazio;16;6;6,16;1;0;0;0;0;0;0;2;0;0
5735;C;T;Volpato;Roma;6;5,83;6,5;1;0;0;0;0;0;1;0;0;0
5879;C;"T;A";Vignato S.;Monza;2;6;6,5;0;0;0;0;0;0;1;0;0;0
6010;C;"C;T";Fazzini;Empoli;15;6;5,9;0;0;0;0;0;0;0;4;0;0
238;C;M;Rincon;Sampdoria;34;5,63;5,56;0;0;0;0;0;0;2;7;1;0
600;C;"C;T";Verre;Sampdoria;16;5,59;5,47;0;0;0;0;0;0;0;5;0;0
1995;C;"W;T";Djuricic;Sampdoria;32;5,59;5,73;3;0;0;0;0;0;0;9;0;0
4143;C;"C;T";Ndombele';Napoli;19;5,92;6;1;0;0;0;0;0;0;5;0;0
4285;C;"M;C";Arthur;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
4349;C;"M;C";Nicolussi Caviglia;Salernitana;11;5,73;5,91;1;0;0;0;0;0;0;2;0;0
4475;C;"C;T";Majer;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
4498;C;"C;T";Henderson L.;Empoli;23;5,89;5,74;0;0;0;0;0;0;1;9;0;0
4701;C;"C;T";Cuisance;Sampdoria;11;5,55;5,5;0;0;0;0;0;0;0;1;0;0
4884;C;"W;A";Carles Perez;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
4885;C;"M;C";Villar;Sampdoria;14;5,5;5,43;0;0;0;0;0;0;0;2;0;0
5776;C;"W;A";Ceide;Sassuolo;13;5,77;5,85;0;0;0;0;0;0;1;0;0;0
5857;C;M;Pickel;Cremonese;33;5,71;5,65;1;0;0;0;0;0;0;8;1;0
5886;C;"C;T";Bistrovic;Lecce;10;5,8;5,8;0;0;0;0;0;0;0;0;0;0
6117;C;C;Tahirovic;Roma;7;6;5,93;0;0;0;0;0;0;0;1;0;0
1976;C;"M;C";Mazzitelli;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;C;"M;C";Miguel Veloso;Verona;21;5,79;5,55;0;0;0;0;0;0;0;6;0;1
4376;C;C;Zurkowski;Spezia;10;5,65;5,7;0;0;0;0;0;0;1;1;0;0
4501;C;"M;C";Obiang;Sassuolo;13;5,85;5,77;0;0;0;0;0;0;0;2;0;0
4921;C;C;Askildsen;Lecce;15;5,77;5,67;0;0;0;0;0;0;0;3;0;0
4975;C;"M;C";Escalante;Cremonese;9;5,56;5,44;0;0;0;0;0;0;0;0;1;0
5397;C;"C;T";Kovalenko;Spezia;13;5,77;5,73;0;0;0;0;0;0;0;1;0;0
5486;C;C;Crnigoj;Salernitana;6;5,83;5,75;0;0;0;0;0;0;0;1;0;0
5772;C;"C;T";Pyyhtia;Bologna;4;6;6,25;0;0;0;0;0;0;1;0;0;0
6024;C;"M;C";Sulemana I.;Verona;13;5,88;5,73;0;0;0;0;0;0;0;4;0;0
6058;C;"M;C";Camara Ma.;Roma;10;5,85;5,7;0;0;0;0;0;0;0;3;0;0
6162;C;M;Abildgaard;Verona;9;5,67;5,56;0;0;0;0;0;0;0;2;0;0
434;C;"M;C";Jajalo;Udinese;2;6;6;0;0;0;0;0;0;0;0;0;0
801;C;"M;C";Gagliardini;Inter;13;5,62;5,46;0;0;0;0;0;0;0;3;1;0
2274;C;"C;T";Valoti;Monza;8;5,69;5,69;0;0;0;0;0;0;0;1;0;0
2639;C;M;Bakayoko;Milan;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4988;C;"C;T";Maggiore;Salernitana;15;5,73;5,67;0;0;0;0;0;0;0;2;0;0
5719;C;"M;C";Asllani;Inter;14;5,86;5,79;0;0;0;0;0;0;0;2;0;0
5788;C;"T;A";Sabiri;Sampdoria;18;5,67;5,69;2;0;0;2;1;1;0;5;0;0
5998;C;"W;A";Zerbin;Napoli;4;5,62;5,5;0;0;0;0;0;0;0;1;0;0
6005;C;"C;T";Ilkhan;Sampdoria;6;5,83;5,75;0;0;0;0;0;0;0;1;0;0
6131;C;M;Paoletti;Sampdoria;8;5,81;5,75;0;0;0;0;0;0;0;1;0;0
6142;C;"C;W;T";Cipot;Spezia;6;5,92;5,92;0;0;0;0;0;0;0;0;0;0
6157;C;"W;T;A";Malagrida;Sampdoria;3;6;5,83;0;0;0;0;0;0;0;2;0;0
21;C;"E;W";D'alessandro;Monza;6;6;5,83;0;0;0;0;0;0;0;2;0;0
58;C;"M;C";Diawara;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
173;C;"M;C";Capezzi;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
694;C;"E;W";Baez;Cremonese;2;6;6;0;0;0;0;0;0;0;0;0;0
1851;C;E;Molina S.;Monza;5;5,5;5,4;0;0;0;0;0;0;0;1;0;0
1901;C;"M;C";Barberis;Monza;5;5,6;5,8;0;0;0;0;0;0;1;0;0;0
2286;C;"C;T";Crociata;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
2742;C;"M;C";Valzania;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
2804;C;"M;C";Scozzarella;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
2835;C;"M;C";Kingsley;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
2855;C;"M;C";Vieira;Torino;15;5,67;5,57;0;0;0;0;0;0;0;3;0;0
4411;C;"M;C";Agoume;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
4725;C;M;Demme;Napoli;2;5,25;5,25;0;0;0;0;0;0;0;0;0;0
4943;C;"T;A";Horvath;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
4987;C;C;Bartolomei;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
5312;C;"M;C";Leo' Sena;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5420;C;"M;C";Darboe;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
5425;C;T;Urbanski;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
5442;C;"M;C";Bertini;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
5444;C;"C;T";Cortinovis;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
5468;C;C;Cavion;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5476;C;C;Kornvig;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5499;C;"M;C";Hongla;Verona;8;5,75;5,5;0;0;0;0;0;0;0;4;0;0
5510;C;"W;A";Romero L.;Lazio;4;6,12;6,88;1;0;0;0;0;0;0;0;0;0
5516;C;"M;C";Bianco;Fiorentina;3;6;5,83;0;0;0;0;0;0;0;1;0;0
5517;C;M;Yepes;Sampdoria;4;5,25;5;0;0;0;0;0;0;0;2;0;0
5519;C;"M;C";Sher;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5610;C;"M;C";Vranckx;Milan;5;5,8;5,7;0;0;0;0;0;0;0;1;0;0
5722;C;"M;C";Nguiamba;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5789;C;T;Praszelik;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
5810;C;C;Trimboli;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5824;C;"T;A";Pafundi;Udinese;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
5829;C;"C;T";Milanese;Cremonese;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5855;C;C;Tenkorang;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
5868;C;"M;C";Bjorkengren;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
5872;C;"C;T";Helgason;Lecce;8;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5873;C;W;Listkowski;Lecce;4;5,88;5,88;0;0;0;0;0;0;0;0;0;0
5875;C;T;Adli;Milan;4;5,88;5,75;0;0;0;0;0;0;0;1;0;0
5888;C;"C;T";Casadei;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
5947;C;C;Hrustic;Verona;5;5,4;5,4;0;0;0;0;0;0;0;0;0;0
5992;C;"C;T";Bondo;Monza;2;5,75;5,5;0;0;0;0;0;0;0;1;0;0
5996;C;"M;C";Samek;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6009;C;"M;C";Degli Innocenti;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6012;C;C;Acella;Cremonese;1;6;6;0;0;0;0;0;0;0;0;0;0
6017;C;"M;C";Tripi;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
6019;C;"T;A";D'andrea;Sassuolo;5;5,9;6,1;0;0;0;0;0;0;1;0;0;0
6020;C;"C;W";Ellertsson;Spezia;5;5,7;5,6;0;0;0;0;0;0;0;3;0;0
6057;C;C;Garbett;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
6106;C;"T;A";Carboni V.;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
