2610;A;CRISTIANO RONALDO;Juventus;45;46;-1
608;A;ZAPATA D;Atalanta;37;36;1
2756;A;PIATEK;Milan;36;38;-2
2531;A;LUKAKU R;Inter;36;35;1
785;A;IMMOBILE;Lazio;35;34;1
568;A;QUAGLIARELLA;Sampdoria;33;34;-1
647;A;DZEKO;Roma;30;30;0
441;A;BELOTTI;Torino;30;30;0
408;A;HIGUAIN;Juventus;29;29;0
409;A;INSIGNE;Napoli;28;27;1
410;A;MERTENS;Napoli;28;28;0
2012;A;MILIK;Napoli;28;28;0
2819;A;CAPUTO;Sassuolo;27;26;1
26;C;GOMEZ A;Atalanta;26;26;0
2002;C;CHIESA;Fiorentina;26;26;0
2764;A;MARTINEZ L;Inter;26;26;0
309;A;DYBALA;Juventus;26;26;0
383;A;PETAGNA;SPAL;26;25;1
177;A;ILICIC;Atalanta;25;25;0
247;A;PAVOLETTI;Cagliari;25;26;-1
2475;A;SANCHEZ A;Inter;24;24;0
645;C;MILINKOVIC-SAVIC;Lazio;23;23;0
123;A;INGLESE;Parma;23;23;0
4517;A;LOZANO;Napoli;23;22;1
2085;C;LUIS ALBERTO;Lazio;22;20;2
1996;C;DE PAUL;Udinese;22;22;0
312;A;MANDZUKIC;Juventus;22;22;0
4510;A;RAFAEL LEAO;Milan;22;22;0
2038;A;PINAMONTI;Genoa;21;20;1
495;A;CORREA;Lazio;21;20;1
531;A;BERARDI;Sassuolo;21;18;3
475;A;IAGO FALQUE;Torino;21;21;0
406;C;CALLEJON;Napoli;20;18;2
474;A;GERVINHO;Parma;20;19;1
186;A;REBIC;Milan;20;20;0
4324;A;OKAKA;Udinese;20;20;0
184;C;BERNARDESCHI;Juventus;19;19;0
375;C;SUSO;Milan;19;19;0
2201;C;UNDER;Roma;19;18;1
2409;C;RIBERY;Fiorentina;19;19;0
507;A;MURIEL;Atalanta;19;17;2
696;A;BALOTELLI ;Brescia;19;19;0
250;P;HANDANOVIC;Inter;18;18;0
2472;C;RAMSEY;Juventus;18;18;0
472;A;DESTRO;Bologna;18;19;-1
2167;A;ORSOLINI;Bologna;18;17;1
2762;A;KOUAME';Genoa;18;16;2
2214;D;KOLAROV;Roma;17;15;2
226;D;IZZO;Torino;17;16;1
2775;C;RUIZ;Napoli;17;17;0
376;C;VERDI;Torino;17;17;0
152;C;ZIELINSKI;Napoli;17;17;0
4452;A;DONNARUMMA AL;Brescia;17;16;1
1874;A;JOAO PEDRO;Cagliari;17;16;1
90;A;LASAGNA;Udinese;17;16;1
453;P;SZCZESNY;Juventus;16;17;-1
467;C;NAINGGOLAN;Cagliari;16;16;0
469;C;PJANIC;Juventus;16;16;0
367;C;BONAVENTURA;Milan;16;16;0
2766;C;ZANIOLO;Roma;16;16;0
28;C;KURTIC;SPAL;16;16;0
311;A;LLORENTE;Napoli;16;16;0
350;P;DONNARUMMA G;Milan;15;15;0
2160;D;GOSENS;Atalanta;15;15;0
2130;D;HATEBOER;Atalanta;15;16;-1
798;D;SKRINIAR;Inter;15;15;0
288;D;CHIELLINI;Juventus;15;14;1
2288;D;N'KOULOU;Torino;15;15;0
2625;C;SORIANO;Bologna;15;14;1
557;C;BENASSI;Fiorentina;15;15;0
1870;C;BARELLA;Inter;15;15;0
2200;C;DOUGLAS COSTA;Juventus;15;14;1
2263;C;LAZZARI M;Lazio;15;15;0
2779;C;KLUIVERT;Roma;15;16;-1
771;A;BOATENG;Fiorentina;15;15;0
2868;A;RIGONI E;Sampdoria;15;15;0
1934;P;STRAKOSHA;Lazio;14;13;1
2179;P;SIRIGU;Torino;14;14;0
2197;D;CASTAGNE;Atalanta;14;14;0
2759;D;CRISCITO;Genoa;14;13;1
2572;D;GODIN;Inter;14;14;0
662;D;ALEX SANDRO;Juventus;14;14;0
513;D;ACERBI;Lazio;14;14;0
460;D;ROMAGNOLI A;Milan;14;14;0
392;D;KOULIBALY;Napoli;14;16;-2
459;D;MANOLAS;Napoli;14;13;1
644;C;PULGAR;Fiorentina;14;12;2
1978;C;SENSI;Inter;14;13;1
2504;C;CAN ;Juventus;14;14;0
2379;C;RABIOT;Juventus;14;14;0
342;C;PAROLO;Lazio;14;14;0
4322;C;PAQUETA';Milan;14;15;-1
237;C;PEROTTI;Roma;14;14;0
2215;C;VERETOUT;Roma;14;14;0
2529;C;MKHITARYAN;Roma;14;14;0
2061;A;SIMEONE;Cagliari;14;14;0
2284;A;CAICEDO;Lazio;14;14;0
643;A;DEFREL;Sassuolo;14;14;0
183;A;BABACAR;Lecce;14;14;0
610;P;GOLLINI;Atalanta;13;14;-1
572;P;MERET;Napoli;13;15;-2
4419;P;PAU LOPEZ;Roma;13;14;-1
322;D;DE VRIJ;Inter;13;13;0
4428;D;DE LIGT;Juventus;13;14;-1
2296;D;MANCINI G;Roma;13;14;-1
788;C;FREULER;Atalanta;13;13;0
112;C;CASTRO;Cagliari;13;13;0
2194;C;CALHANOGLU;Milan;13;13;0
148;C;KRUNIC;Milan;13;13;0
397;C;ALLAN;Napoli;13;14;-1
530;C;PELLEGRINI LO;Roma;13;13;0
706;C;ANSALDI;Torino;13;13;0
4228;C;GHEZZAL;Fiorentina;13;13;0
280;A;PALACIO;Bologna;13;13;0
537;A;SANSONE N;Bologna;13;12;1
4453;A;TORREGROSSA;Brescia;13;13;0
1939;A;LAPADULA;Lecce;13;14;-1
1958;A;CAPRARI;Sampdoria;13;14;-1
407;A;GABBIADINI;Sampdoria;13;13;0
315;A;ZAZA;Torino;13;12;1
4500;A;DI CARMINE;Verona;13;13;0
652;A;KALINIC;Roma;13;13;0
2816;D;DI LORENZO;Napoli;12;11;1
390;D;GHOULAM;Napoli;12;12;0
4237;D;DANILO;Juventus;12;11;1
265;C;BROZOVIC;Inter;12;11;1
2306;C;MATUIDI;Juventus;12;12;0
338;C;LULIC;Lazio;12;12;0
1850;C;KESSIE';Milan;12;13;-1
234;C;KUCKA;Parma;12;12;0
2857;C;TRAORE' HJ;Sassuolo;12;11;1
1857;C;DI FRANCESCO F;SPAL;12;11;1
536;A;POLITANO;Inter;12;12;0
2325;A;KARAMOH;Parma;12;12;0
2832;A;BOGA;Sassuolo;12;12;0
2178;P;CRAGNO;Cagliari;11;11;0
295;D;ASAMOAH;Inter;11;10;1
286;D;BONUCCI;Juventus;11;11;0
487;D;DE SILVESTRI;Torino;11;10;1
4245;D;SMALLING;Roma;11;11;0
4427;C;MALINOVSKYI;Atalanta;11;11;0
2818;C;BENNACER;Milan;11;10;1
2378;C;PASTORE;Roma;11;11;0
2008;C;LINETTY;Sampdoria;11;11;0
526;C;DUNCAN;Sassuolo;11;10;1
827;C;LOCATELLI M;Sassuolo;11;11;0
556;C;BASELLI;Torino;11;10;1
2172;C;BARAK;Udinese;11;11;0
1986;C;FOFANA;Udinese;11;11;0
4512;C;SCHONE;Genoa;11;11;0
4514;C;NANDEZ;Cagliari;11;10;1
2743;A;SANTANDER;Bologna;11;12;-1
2826;A;PUSSETTO;Udinese;11;11;0
2327;A;STEPINSKI;Verona;11;11;0
133;P;SKORUPSKI;Bologna;10;9;1
1917;P;DRAGOWSKI;Fiorentina;10;11;-1
761;P;AUDERO;Sampdoria;10;11;-1
509;P;CONSIGLI;Sassuolo;10;10;0
252;D;BIRAGHI;Inter;10;10;0
2164;D;MILENKOVIC;Fiorentina;10;9;1
2006;D;LIROLA;Fiorentina;10;11;-1
2192;D;BONIFAZI;Torino;10;8;2
22;C;DE ROON;Atalanta;10;11;-1
2077;C;PASALIC;Atalanta;10;9;1
2076;C;ROG;Cagliari;10;10;0
150;C;SAPONARA;Genoa;10;10;0
299;C;KHEDIRA;Juventus;10;10;0
2692;C;CASTILLEJO;Milan;10;10;0
2287;C;RAMIREZ;Sampdoria;10;10;0
4501;C;OBIANG;Sassuolo;10;10;0
2789;C;MEITE';Torino;10;9;1
632;C;ZACCAGNI;Verona;10;9;1
1879;A;FARIAS;Lecce;10;11;-1
245;A;PANDEV;Genoa;10;10;0
479;A;SANABRIA;Genoa;10;10;0
1943;A;NESTOROVSKI;Udinese;10;10;0
636;A;PAZZINI;Verona;10;10;0
4527;A;PEDRO;Fiorentina;10;10;0
159;P;SEPE;Parma;9;8;1
2792;P;MUSSO;Udinese;9;9;0
2181;D;PALOMINO;Atalanta;9;9;0
695;D;TOLOI;Atalanta;9;10;-1
2309;D;PEZZELLA GER;Fiorentina;9;10;-1
4307;D;ROMERO C;Genoa;9;9;0
365;D;ZAPATA C;Genoa;9;8;1
253;D;D'AMBROSIO;Inter;9;9;0
4397;D;VAVRO;Lazio;9;9;0
357;D;CALABRIA;Milan;9;9;0
1864;D;BRUNO ALVES;Parma;9;9;0
2016;D;FAZIO;Roma;9;9;0
464;D;FLORENZI;Roma;9;10;-1
1895;D;FERRARI G;Sassuolo;9;9;0
4511;D;DUARTE;Milan;9;9;0
554;D;ZAPPACOSTA;Roma;9;9;0
374;C;POLI;Bologna;9;9;0
4445;C;BISOLI;Brescia;9;9;0
697;C;CUADRADO;Juventus;9;9;0
2209;C;LUCAS LEIVA;Lazio;9;9;0
779;C;CRISTANTE;Roma;9;10;-1
1987;C;JANKTO;Sampdoria;9;9;0
2205;C;BERENGUER;Torino;9;8;1
238;C;RINCON;Torino;9;8;1
264;C;BESSA;Verona;9;9;0
2719;A;BARROW;Atalanta;9;9;0
4477;A;LA MANTIA;Lecce;9;9;0
2163;A;CORNELIUS;Parma;9;9;0
126;A;PALOSCHI;SPAL;9;9;0
4425;P;JORONEN;Brescia;8;6;2
1843;P;RADU I;Genoa;8;8;0
316;P;BERISHA E;SPAL;8;8;0
787;D;DJIMSITI;Atalanta;8;8;0
578;D;DANILO LAR;Bologna;8;8;0
2746;D;DIJKS;Bologna;8;8;0
2083;D;BIRASCHI;Genoa;8;8;0
4332;D;DEMIRAL;Juventus;8;8;0
4292;D;HERNANDEZ T;Milan;8;8;0
2169;D;RODRIGUEZ R;Milan;8;8;0
2860;D;MALCUIT;Napoli;8;8;0
73;D;GAGLIOLO;Parma;8;7;1
259;D;MURILLO;Sampdoria;8;9;-1
2865;D;AINA;Torino;8;8;0
2171;D;LYANCO;Torino;8;8;0
4412;D;RODRIGO BECAO;Udinese;8;7;1
2525;D;DARMIAN;Parma;8;8;0
2633;D;KJAER;Atalanta;8;8;0
713;C;DZEMAILI;Bologna;8;8;0
2106;C;MOROSINI;Brescia;8;8;0
4448;C;SPALEK;Brescia;8;8;0
627;C;IONITA;Cagliari;8;8;0
4377;C;CASTROVILLI;Fiorentina;8;7;1
332;C;CANDREVA;Inter;8;7;1
801;C;GAGLIARDINI;Inter;8;8;0
4385;C;LAZARO;Inter;8;8;0
181;C;VECINO;Inter;8;8;0
2166;C;BENTANCUR;Juventus;8;8;0
65;C;MANCOSU;Lecce;8;8;0
331;C;BIGLIA;Milan;8;8;0
2776;C;YOUNES;Napoli;8;8;0
2802;C;BARILLA';Parma;8;8;0
27;C;GRASSI;Parma;8;8;0
58;C;DIAWARA;Roma;8;8;0
1933;C;MANDRAGORA;Udinese;8;8;0
4415;A;SKOV OLSEN;Bologna;8;8;0
4388;A;ADEKANYE;Lazio;8;8;0
637;A;SILIGARDI;Parma;8;8;0
2873;A;TEODORCZYK;Udinese;8;8;0
2211;P;SILVESTRI;Verona;7;6;1
15;D;MASIELLO A;Atalanta;7;7;0
4414;D;DENSWIL;Bologna;7;7;0
4442;D;CISTANA;Brescia;7;7;0
99;D;CACCIATORE;Cagliari;7;7;0
1866;D;CEPPITELLI;Cagliari;7;7;0
294;D;RUGANI;Juventus;7;7;0
2335;D;LUIZ FELIPE;Lazio;7;7;0
329;D;RADU;Lazio;7;7;0
2168;D;MUSACCHIO;Milan;7;7;0
140;D;HYSAJ;Napoli;7;7;0
141;D;LAURINI;Parma;7;7;0
1852;D;SPINAZZOLA;Roma;7;7;0
1868;D;MURRU;Sampdoria;7;8;-1
2318;D;ROGERIO;Sassuolo;7;7;0
4426;D;TOLJAN;Sassuolo;7;7;0
4407;D;IGOR;SPAL;7;7;0
2261;D;VICARI;SPAL;7;7;0
2869;D;DJIDJI;Torino;7;7;0
790;D;SAMIR;Udinese;7;7;0
2315;D;STRYGER LARSEN;Udinese;7;7;0
4420;D;BOCCHETTI;Verona;7;7;0
4526;D;ARANA;Atalanta;7;7;0
4447;C;NDOJ;Brescia;7;7;0
111;C;BIRSA;Cagliari;7;7;0
118;C;RADOVANOVIC;Genoa;7;6;1
621;C;ROMULO;Brescia;7;7;0
4479;C;ELMAS;Napoli;7;7;0
2391;C;EKDAL;Sampdoria;7;7;0
4405;C;MARONI;Sampdoria;7;7;0
21;C;D'ALESSANDRO;SPAL;7;7;0
633;C;FARES;SPAL;7;7;0
2003;C;MURGIA;SPAL;7;7;0
2011;C;MIGUEL VELOSO;Verona;7;5;2
4513;C;ZMRHAL;Brescia;7;7;0
236;C;LAZOVIC;Verona;7;7;0
2392;C;WALACE;Udinese;7;7;0
2389;C;IMBULA;Lecce;7;7;0
4413;A;AYE';Brescia;7;7;0
533;A;FLOCCARI;SPAL;7;7;0
385;P;GABRIEL;Lecce;6;6;0
4429;D;CHANCELLOR;Brescia;6;5;1
1896;D;MARTELLA;Brescia;6;6;0
791;D;SABELLI;Brescia;6;6;0
2871;D;KLAVAN;Cagliari;6;6;0
1979;D;BARRECA;Genoa;6;6;0
358;D;DE SCIGLIO;Juventus;6;5;1
2728;D;PELLEGRINI LU;Cagliari;6;6;0
2062;D;BASTOS;Lazio;6;6;0
4398;D;BENZAR;Lecce;6;6;0
4470;D;CALDERONI;Lecce;6;6;0
2784;D;COLLEY;Sampdoria;6;7;-1
2141;D;DEPAOLI;Sampdoria;6;6;0
2769;D;MAGNANI;Brescia;6;6;0
2355;D;MARLON;Sassuolo;6;6;0
780;D;CIONEK;SPAL;6;7;-1
708;D;FELIPE;SPAL;6;6;0
224;D;DE MAIO;Udinese;6;6;0
4449;C;TONALI;Brescia;6;6;0
20;C;CIGARINI;Cagliari;6;6;0
4376;C;ZURKOWSKI;Fiorentina;6;6;0
4330;C;LERAGER;Genoa;6;6;0
305;C;STURARO;Genoa;6;6;0
170;C;BADELJ;Fiorentina;6;6;0
4424;C;JONY;Lazio;6;6;0
179;C;PETRICCIONE;Lecce;6;6;0
4423;C;HERNANI;Parma;6;6;0
2833;C;KULUSEVSKI;Parma;6;4;2
600;C;VERRE;Verona;6;6;0
2825;C;BOURABIA;Sassuolo;6;6;0
529;C;MISSIROLI;SPAL;6;6;0
2274;C;VALOTI;SPAL;6;6;0
2009;C;LUKIC;Torino;6;5;1
589;C;BADU;Verona;6;6;0
4381;A;GUMUS;Genoa;6;6;0
2773;A;SPROCATI;Parma;6;6;0
2285;D;BANI;Bologna;5;5;0
50;D;MBAYE;Bologna;5;5;0
4422;D;TOMIYASU;Bologna;5;4;1
4373;D;MATEJU;Brescia;5;5;0
106;D;MATTIELLO;Cagliari;5;5;0
1876;D;PAJAC;Genoa;5;5;0
2279;D;ROMAGNA;Sassuolo;5;5;0
1891;D;CECCHERINI;Fiorentina;5;5;0
244;D;GHIGLIONE;Genoa;5;3;2
2241;D;LUCIONI;Lecce;5;5;0
54;D;ROSSETTINI;Lecce;5;5;0
11;D;CONTI;Milan;5;5;0
550;D;MAKSIMOVIC;Napoli;5;5;0
142;D;MARIO RUI;Napoli;5;5;0
144;D;TONELLI;Napoli;5;5;0
256;D;JUAN JESUS;Roma;5;5;0
2104;D;BERESZYNSKI;Sampdoria;5;6;-1
45;D;FERRARI A;Sampdoria;5;4;1
770;D;PEZZELLA GIU;Parma;5;5;0
2870;D;TROOST-EKONG;Udinese;5;5;0
4493;D;DAWIDOWICZ;Verona;5;5;0
581;D;FARAONI;Verona;5;4;1
2758;D;GUNTER;Verona;5;5;0
4409;D;RRAHMANI;Verona;5;4;1
423;D;RISPOLI;Lecce;5;5;0
4519;D;CETIN;Roma;5;5;0
4521;D;MULDUR;Sassuolo;5;3;2
2741;C;PESSINA;Verona;5;3;2
4384;C;JAGIELLO;Genoa;5;5;0
2771;C;BERISHA V;Lazio;5;5;0
333;C;CATALDI;Lazio;5;5;0
2188;C;MARUSIC;Lazio;5;5;0
4475;C;MAJER;Lecce;5;5;0
4400;C;SHAKHOV;Lecce;5;5;0
241;C;TACHTSIDIS;Lecce;5;5;0
2187;C;BORINI;Milan;5;5;0
235;C;LAXALT;Torino;5;5;0
494;C;BARRETO;Sampdoria;5;5;0
4404;C;THORSBY;Sampdoria;5;5;0
1995;C;DJURICIC;Sassuolo;5;5;0
528;C;MAGNANELLI;Sassuolo;5;5;0
4498;C;HENDERSON L;Verona;5;4;1
430;C;BRUGMAN;Parma;5;5;0
2334;C;LERIS;Sampdoria;5;5;0
4522;C;AMRABAT;Verona;5;4;1
4524;C;SEMA;Udinese;5;5;0
272;C;MEDEL;Bologna;5;5;0
306;A;CERRI;Cagliari;5;5;0
819;A;FAVILLI;Genoa;5;5;0
658;A;FALCO;Lecce;5;5;0
505;A;BONAZZOLI;Sampdoria;5;4;1
2853;A;MONCINI;SPAL;5;5;0
282;P;BUFFON;Juventus;4;4;0
2739;D;RECA;SPAL;4;4;0
2653;D;LYKOGIANNIS;Cagliari;4;4;0
1869;D;PISACANE;Cagliari;4;4;0
